COLORS,PRODUCTS,REGIONS,time,unit_retail,unit_cost,units_sold,units_returned,income_$,return_$
Green,Erasers,Southern,5,6.6,3.16,7043,1318,46483.8,8698.8
Green,Erasers,Southern,6,6.6,3.16,7238,451,47770.8,2976.6
Green,Erasers,Southern,7,6.6,3.16,5483,3043,36187.8,20083.8
Green,Erasers,Southern,8,6.6,3.16,5429,59,35831.4,389.4
Green,Erasers,Southern,9,6.6,3.16,3912,3684,25819.2,24314.4
Green,Erasers,Southern,10,6.6,3.16,5207,1811,34366.2,11952.6
Green,Erasers,Southern,11,6.6,3.16,6449,966,42563.4,6375.6
Green,Erasers,Southern,12,6.6,3.16,6347,4441,41890.2,29310.6
Red,Calendars,Southern,1,7.13,3.08,615,339,4384.95,2417.07
Red,Calendars,Southern,2,7.13,3.08,3889,1675,27728.57,11942.75
Red,Calendars,Southern,3,7.13,3.08,2629,613,18744.77,4370.69
Red,Calendars,Southern,4,7.13,3.08,7190,4685,51264.7,33404.05
Red,Calendars,Southern,5,7.13,3.08,9371,5759,66815.23,41061.67
Red,Calendars,Southern,6,7.13,3.08,2640,1133,18823.2,8078.29
Red,Calendars,Southern,7,7.13,3.08,2226,1134,15871.38,8085.42
Red,Calendars,Southern,8,7.13,3.08,8096,848,57724.48,6046.24
Red,Calendars,Southern,9,7.13,3.08,8942,8669,63756.46,61809.97
Red,Calendars,Southern,10,7.13,3.08,4106,3448,29275.78,24584.24
Red,Calendars,Southern,11,7.13,3.08,6319,953,45054.47,6794.89
Red,Calendars,Southern,12,7.13,3.08,5668,3539,40412.84,25233.07
Blue,Calendars,Southern,1,7.39,3.23,7422,4176,54848.58,30860.64
Blue,Calendars,Southern,2,7.39,3.23,8987,3088,66413.93,22820.32
Blue,Calendars,Southern,3,7.39,3.23,2423,1597,17905.97,11801.83
Blue,Calendars,Southern,4,7.39,3.23,1162,977,8587.18,7220.03
Blue,Calendars,Southern,5,7.39,3.23,3368,2754,24889.52,20352.06
Blue,Calendars,Southern,6,7.39,3.23,3704,2468,27372.56,18238.52
Blue,Calendars,Southern,7,7.39,3.23,7541,5911,55727.99,43682.29
Blue,Calendars,Southern,8,7.39,3.23,6540,6214,48330.6,45921.46
Blue,Calendars,Southern,9,7.39,3.23,898,770,6636.22,5690.3
Blue,Calendars,Southern,10,7.39,3.23,7058,657,52158.62,4855.23
Blue,Calendars,Southern,11,7.39,3.23,940,91,6946.6,672.49
Blue,Calendars,Southern,12,7.39,3.23,6799,2785,50244.61,20581.15
Yellow,Calendars,Southern,1,7.22,5.16,2713,671,19587.86,4844.62
Yellow,Calendars,Southern,2,7.22,5.16,8872,4874,64055.84,35190.28
Yellow,Calendars,Southern,3,7.22,5.16,2979,2564,21508.38,18512.08
Yellow,Calendars,Southern,4,7.22,5.16,7705,2399,55630.1,17320.78
Yellow,Calendars,Southern,5,7.22,5.16,2803,847,20237.66,6115.34
Yellow,Calendars,Southern,6,7.22,5.16,3670,2564,26497.4,18512.08
Yellow,Calendars,Southern,7,7.22,5.16,8767,5760,63297.74,41587.2
Yellow,Calendars,Southern,8,7.22,5.16,6014,3228,43421.08,23306.16
Yellow,Calendars,Southern,9,7.22,5.16,7744,4326,55911.68,31233.72
Yellow,Calendars,Southern,10,7.22,5.16,3772,3236,27233.84,23363.92
Yellow,Calendars,Southern,11,7.22,5.16,4355,2252,31443.1,16259.44
Yellow,Calendars,Southern,12,7.22,5.16,1560,581,11263.2,4194.82
Green,Calendars,Southern,1,9.71,3.47,3655,1058,35490.05,10273.18
Green,Calendars,Southern,2,9.71,3.47,9256,8401,89875.76,81573.71
Green,Calendars,Southern,3,9.71,3.47,697,291,6767.87,2825.61
Green,Calendars,Southern,4,9.71,3.47,3370,3172,32722.7,30800.12
Green,Calendars,Southern,5,9.71,3.47,6793,3934,65960.03,38199.14
Green,Calendars,Southern,6,9.71,3.47,3193,171,31004.03,1660.41
Green,Calendars,Southern,7,9.71,3.47,2996,255,29091.16,2476.05
Green,Calendars,Southern,8,9.71,3.47,675,302,6554.25,2932.42
Green,Calendars,Southern,9,9.71,3.47,9873,8951,95866.83,86914.21
Green,Calendars,Southern,10,9.71,3.47,8929,6229,86700.59,60483.59
Green,Calendars,Southern,11,9.71,3.47,8972,4449,87118.12,43199.79
Green,Calendars,Southern,12,9.71,3.47,5536,15,53754.56,145.65
Red,Binder Rings,Southern,1,9.85,1.15,8357,7155,82316.45,70476.75
Red,Binder Rings,Southern,2,9.85,1.15,9103,3898,89664.55,38395.3
Red,Binder Rings,Southern,3,9.85,1.15,4183,147,41202.55,1447.95
Red,Binder Rings,Southern,4,9.85,1.15,3113,2697,30663.05,26565.45
Red,Binder Rings,Southern,5,9.85,1.15,5783,2774,56962.55,27323.9
Red,Binder Rings,Southern,6,9.85,1.15,3267,29,32179.95,285.65
Red,Binder Rings,Southern,7,9.85,1.15,7065,6604,69590.25,65049.4
Red,Binder Rings,Southern,8,9.85,1.15,8012,4341,78918.2,42758.85
Red,Binder Rings,Southern,9,9.85,1.15,5524,1809,54411.4,17818.65
Red,Binder Rings,Southern,10,9.85,1.15,8683,4362,85527.55,42965.7
Red,Binder Rings,Southern,11,9.85,1.15,5306,2,52264.1,19.7
Red,Binder Rings,Southern,12,9.85,1.15,6530,6492,64320.5,63946.2
Blue,Binder Rings,Southern,1,9.79,5.88,6975,3875,68285.25,37936.25
Blue,Binder Rings,Southern,2,9.79,5.88,7561,2603,74022.19,25483.37
Blue,Binder Rings,Southern,3,9.79,5.88,3425,1299,33530.75,12717.21
Blue,Binder Rings,Southern,4,9.79,5.88,8353,7831,81775.87,76665.49
Blue,Binder Rings,Southern,5,9.79,5.88,191,173,1869.89,1693.67
Blue,Binder Rings,Southern,6,9.79,5.88,4586,676,44896.94,6618.04
Blue,Binder Rings,Southern,7,9.79,5.88,419,113,4102.01,1106.27
Blue,Binder Rings,Southern,8,9.79,5.88,2173,1716,21273.67,16799.64
Blue,Binder Rings,Southern,9,9.79,5.88,8741,1841,85574.39,18023.39
Blue,Binder Rings,Southern,10,9.79,5.88,1437,188,14068.23,1840.52
Blue,Binder Rings,Southern,11,9.79,5.88,2858,2318,27979.82,22693.22
Blue,Binder Rings,Southern,12,9.79,5.88,4446,3618,43526.34,35420.22
Yellow,Binder Rings,Southern,1,5.09,3.05,4995,1531,25424.55,7792.79
Yellow,Binder Rings,Southern,2,5.09,3.05,3234,364,16461.06,1852.76
Yellow,Binder Rings,Southern,3,5.09,3.05,3545,834,18044.05,4245.06
Yellow,Binder Rings,Southern,4,5.09,3.05,4915,3078,25017.35,15667.02
Yellow,Binder Rings,Southern,5,5.09,3.05,6275,3389,31939.75,17250.01
Yellow,Binder Rings,Southern,6,5.09,3.05,4185,1939,21301.65,9869.51
Yellow,Binder Rings,Southern,7,5.09,3.05,7302,925,37167.18,4708.25
Yellow,Binder Rings,Southern,8,5.09,3.05,8994,313,45779.46,1593.17
Yellow,Binder Rings,Southern,9,5.09,3.05,5829,1607,29669.61,8179.63
Yellow,Binder Rings,Southern,10,5.09,3.05,9841,650,50090.69,3308.5
Yellow,Binder Rings,Southern,11,5.09,3.05,922,192,4692.98,977.28
Yellow,Binder Rings,Southern,12,5.09,3.05,1214,1188,6179.26,6046.92
Green,Binder Rings,Southern,1,5.22,1.2,925,687,4828.5,3586.14
Green,Binder Rings,Southern,2,5.22,1.2,6681,6538,34874.82,34128.36
Green,Binder Rings,Southern,3,5.22,1.2,8758,5317,45716.76,27754.74
Green,Binder Rings,Southern,4,5.22,1.2,4400,2945,22968.0,15372.9
Green,Binder Rings,Southern,5,5.22,1.2,3489,1297,18212.58,6770.34
Green,Binder Rings,Southern,6,5.22,1.2,6153,5890,32118.66,30745.8
Green,Binder Rings,Southern,7,5.22,1.2,5009,210,26146.98,1096.2
Green,Binder Rings,Southern,8,5.22,1.2,7692,5107,40152.24,26658.54
Green,Binder Rings,Southern,9,5.22,1.2,1909,1772,9964.98,9249.84
Green,Binder Rings,Southern,10,5.22,1.2,6108,2750,31883.76,14355.0
Green,Binder Rings,Southern,11,5.22,1.2,873,524,4557.06,2735.28
Green,Binder Rings,Southern,12,5.22,1.2,5817,2823,30364.74,14736.06
Red,Pens,Southern,1,7.44,3.74,231,76,1718.64,565.44
Red,Pens,Southern,2,7.44,3.74,833,381,6197.52,2834.64
Red,Pens,Southern,3,7.44,3.74,5085,437,37832.4,3251.28
Red,Pens,Southern,4,7.44,3.74,7832,370,58270.08,2752.8
Red,Pens,Southern,5,7.44,3.74,2623,1333,19515.12,9917.52
Red,Pens,Southern,6,7.44,3.74,3863,1006,28740.72,7484.64
Red,Pens,Southern,7,7.44,3.74,8281,3077,61610.64,22892.88
Red,Pens,Southern,8,7.44,3.74,2763,1007,20556.72,7492.08
Red,Pens,Southern,9,7.44,3.74,5233,1278,38933.52,9508.32
Red,Pens,Southern,10,7.44,3.74,9805,6294,72949.2,46827.36
Red,Pens,Southern,11,7.44,3.74,7157,6381,53248.08,47474.64
Red,Pens,Southern,12,7.44,3.74,7716,2432,57407.04,18094.08
Blue,Pens,Southern,1,9.21,2.42,9264,1374,85321.44,12654.54
Blue,Pens,Southern,2,9.21,2.42,8005,5059,73726.05,46593.39
Blue,Pens,Southern,3,9.21,2.42,2156,1999,19856.76,18410.79
Blue,Pens,Southern,4,9.21,2.42,2520,462,23209.2,4255.02
Blue,Pens,Southern,5,9.21,2.42,1767,1619,16274.07,14910.99
Blue,Pens,Southern,6,9.21,2.42,6060,1362,55812.6,12544.02
Blue,Pens,Southern,7,9.21,2.42,4926,2946,45368.46,27132.66
Blue,Pens,Southern,8,9.21,2.42,2115,1642,19479.15,15122.82
Blue,Pens,Southern,9,9.21,2.42,8493,1000,78220.53,9210.0
Blue,Pens,Southern,10,9.21,2.42,2152,4,19819.92,36.84
Blue,Pens,Southern,11,9.21,2.42,5476,3233,50433.96,29775.93
Blue,Pens,Southern,12,9.21,2.42,2731,676,25152.51,6225.96
Yellow,Pens,Southern,1,8.72,1.63,4347,4242,37905.84,36990.24
Yellow,Pens,Southern,2,8.72,1.63,5029,5001,43852.88,43608.72
Yellow,Pens,Southern,3,8.72,1.63,6605,2826,57595.6,24642.72
Yellow,Pens,Southern,4,8.72,1.63,188,40,1639.36,348.8
Yellow,Pens,Southern,5,8.72,1.63,2967,1908,25872.24,16637.76
Yellow,Pens,Southern,6,8.72,1.63,962,51,8388.64,444.72
Yellow,Pens,Southern,7,8.72,1.63,7664,2261,66830.08,19715.92
Yellow,Pens,Southern,8,8.72,1.63,9167,325,79936.24,2834.0
Yellow,Pens,Southern,9,8.72,1.63,9163,8226,79901.36,71730.72
Yellow,Pens,Southern,10,8.72,1.63,2376,714,20718.72,6226.08
Yellow,Pens,Southern,11,8.72,1.63,8426,5579,73474.72,48648.88
Yellow,Pens,Southern,12,8.72,1.63,4359,2170,38010.48,18922.4
Green,Pens,Southern,1,5.41,4.36,1642,1336,8883.22,7227.76
Green,Pens,Southern,2,5.41,4.36,8022,3266,43399.02,17669.06
Green,Pens,Southern,3,5.41,4.36,5778,4689,31258.98,25367.49
Green,Pens,Southern,4,5.41,4.36,9839,8494,53228.99,45952.54
Green,Pens,Southern,5,5.41,4.36,2226,487,12042.66,2634.67
Green,Pens,Southern,6,5.41,4.36,1149,797,6216.09,4311.77
Green,Pens,Southern,7,5.41,4.36,6436,2575,34818.76,13930.75
Green,Pens,Southern,8,5.41,4.36,268,58,1449.88,313.78
Green,Pens,Southern,9,5.41,4.36,3306,789,17885.46,4268.49
Green,Pens,Southern,10,5.41,4.36,5825,4674,31513.25,25286.34
Green,Pens,Southern,11,5.41,4.36,9941,23,53780.81,124.43
Green,Pens,Southern,12,5.41,4.36,6905,6208,37356.05,33585.28
Red,Pencils,Southern,1,5.82,4.25,967,727,5627.94,4231.14
Red,Pencils,Southern,2,5.82,4.25,9003,8163,52397.46,47508.66
Red,Pencils,Southern,3,5.82,4.25,7862,5001,45756.84,29105.82
Red,Pencils,Southern,4,5.82,4.25,8292,7649,48259.44,44517.18
Red,Pencils,Southern,5,5.82,4.25,3334,1932,19403.88,11244.24
Red,Pencils,Southern,6,5.82,4.25,1449,897,8433.18,5220.54
Red,Pencils,Southern,7,5.82,4.25,1999,1586,11634.18,9230.52
Red,Pencils,Southern,8,5.82,4.25,5729,2816,33342.78,16389.12
Red,Pencils,Southern,9,5.82,4.25,2519,907,14660.58,5278.74
Red,Pencils,Southern,10,5.82,4.25,3366,973,19590.12,5662.86
Red,Pencils,Southern,11,5.82,4.25,6269,2176,36485.58,12664.32
Red,Pencils,Southern,12,5.82,4.25,8492,1503,49423.44,8747.46
Blue,Pencils,Southern,1,8.3,8.12,1588,15,13180.4,124.5
Blue,Pencils,Southern,2,8.3,8.12,4868,4165,40404.4,34569.5
Blue,Pencils,Southern,3,8.3,8.12,3539,702,29373.7,5826.6
Blue,Pencils,Southern,4,8.3,8.12,4178,2618,34677.4,21729.4
Blue,Pencils,Southern,5,8.3,8.12,267,120,2216.1,996.0
Blue,Pencils,Southern,6,8.3,8.12,7870,189,65321.0,1568.7
Blue,Pencils,Southern,7,8.3,8.12,32,32,265.6,265.6
Blue,Pencils,Southern,8,8.3,8.12,7092,2020,58863.6,16766.0
Blue,Pencils,Southern,9,8.3,8.12,8481,6780,70392.3,56274.0
Blue,Pencils,Southern,10,8.3,8.12,9963,4773,82692.9,39615.9
Blue,Pencils,Southern,11,8.3,8.12,5083,4434,42188.9,36802.2
Blue,Pencils,Southern,12,8.3,8.12,4411,3914,36611.3,32486.2
Yellow,Pencils,Southern,1,9.3,6.83,2785,1176,25900.5,10936.8
Yellow,Pencils,Southern,2,9.3,6.83,6301,2164,58599.3,20125.2
Yellow,Pencils,Southern,3,9.3,6.83,2293,2013,21324.9,18720.9
Yellow,Pencils,Southern,4,9.3,6.83,8713,1609,81030.9,14963.7
Yellow,Pencils,Southern,5,9.3,6.83,3733,904,34716.9,8407.2
Yellow,Pencils,Southern,6,9.3,6.83,7083,6269,65871.9,58301.7
Yellow,Pencils,Southern,7,9.3,6.83,884,84,8221.2,781.2
Yellow,Pencils,Southern,8,9.3,6.83,6715,2565,62449.5,23854.5
Yellow,Pencils,Southern,9,9.3,6.83,5472,3335,50889.6,31015.5
Yellow,Pencils,Southern,10,9.3,6.83,7185,251,66820.5,2334.3
Yellow,Pencils,Southern,11,9.3,6.83,3963,133,36855.9,1236.9
Yellow,Pencils,Southern,12,9.3,6.83,9868,922,91772.4,8574.6
Green,Pencils,Southern,1,7.86,3.2,7237,6726,56882.82,52866.36
Green,Pencils,Southern,2,7.86,3.2,5221,4064,41037.06,31943.04
Green,Pencils,Southern,3,7.86,3.2,2768,1022,21756.48,8032.92
Green,Pencils,Southern,4,7.86,3.2,7092,4628,55743.12,36376.08
Green,Pencils,Southern,5,7.86,3.2,7062,2414,55507.32,18974.04
Green,Pencils,Southern,6,7.86,3.2,1396,1002,10972.56,7875.72
Green,Pencils,Southern,7,7.86,3.2,4551,2974,35770.86,23375.64
Green,Pencils,Southern,8,7.86,3.2,6378,616,50131.08,4841.76
Green,Pencils,Southern,9,7.86,3.2,9251,2699,72712.86,21214.14
Green,Pencils,Southern,10,7.86,3.2,9580,581,75298.8,4566.66
Green,Pencils,Southern,11,7.86,3.2,878,683,6901.08,5368.38
Green,Pencils,Southern,12,7.86,3.2,5499,3396,43222.14,26692.56
Red,Notebooks,Southern,1,7.16,4.63,2708,2152,19389.28,15408.32
Red,Notebooks,Southern,2,7.16,4.63,1398,875,10009.68,6265.0
Red,Notebooks,Southern,3,7.16,4.63,6560,867,46969.6,6207.72
Red,Notebooks,Southern,4,7.16,4.63,2243,781,16059.88,5591.96
Red,Notebooks,Southern,5,7.16,4.63,5787,5403,41434.92,38685.48
Red,Notebooks,Southern,6,7.16,4.63,6255,4260,44785.8,30501.6
Red,Notebooks,Southern,7,7.16,4.63,5455,2264,39057.8,16210.24
Red,Notebooks,Southern,8,7.16,4.63,7907,1726,56614.12,12358.16
Red,Notebooks,Southern,9,7.16,4.63,9275,771,66409.0,5520.36
Red,Notebooks,Southern,10,7.16,4.63,5550,4294,39738.0,30745.04
Red,Notebooks,Southern,11,7.16,4.63,5828,3002,41728.48,21494.32
Red,Notebooks,Southern,12,7.16,4.63,4462,1793,31947.92,12837.88
Blue,Notebooks,Southern,1,5.64,5.16,2712,1141,15295.68,6435.24
Blue,Notebooks,Southern,2,5.64,5.16,8695,4513,49039.8,25453.32
Blue,Notebooks,Southern,3,5.64,5.16,4278,458,24127.92,2583.12
Blue,Notebooks,Southern,4,5.64,5.16,4490,1975,25323.6,11139.0
Blue,Notebooks,Southern,5,5.64,5.16,9012,2065,50827.68,11646.6
Blue,Notebooks,Southern,6,5.64,5.16,2129,992,12007.56,5594.88
Blue,Notebooks,Southern,7,5.64,5.16,2378,1037,13411.92,5848.68
Blue,Notebooks,Southern,8,5.64,5.16,2747,789,15493.08,4449.96
Blue,Notebooks,Southern,9,5.64,5.16,4975,4895,28059.0,27607.8
Blue,Notebooks,Southern,10,5.64,5.16,9840,8481,55497.6,47832.84
Blue,Notebooks,Southern,11,5.64,5.16,3771,986,21268.44,5561.04
Blue,Notebooks,Southern,12,5.64,5.16,9938,4925,56050.32,27777.0
Yellow,Notebooks,Southern,1,8.27,5.03,8585,7402,70997.95,61214.54
Yellow,Notebooks,Southern,2,8.27,5.03,5205,216,43045.35,1786.32
Yellow,Notebooks,Southern,3,8.27,5.03,6736,2917,55706.72,24123.59
Yellow,Notebooks,Southern,4,8.27,5.03,638,20,5276.26,165.4
Yellow,Notebooks,Southern,5,8.27,5.03,2420,1675,20013.4,13852.25
Yellow,Notebooks,Southern,6,8.27,5.03,6981,3920,57732.87,32418.4
Yellow,Notebooks,Southern,7,8.27,5.03,6773,1694,56012.71,14009.38
Yellow,Notebooks,Southern,8,8.27,5.03,2896,2025,23949.92,16746.75
Yellow,Notebooks,Southern,9,8.27,5.03,1933,1594,15985.91,13182.38
Yellow,Notebooks,Southern,10,8.27,5.03,7113,1767,58824.51,14613.09
Yellow,Notebooks,Southern,11,8.27,5.03,1649,1420,13637.23,11743.4
Yellow,Notebooks,Southern,12,8.27,5.03,2734,2039,22610.18,16862.53
Green,Notebooks,Southern,1,5.89,1.38,4351,840,25627.39,4947.6
Green,Notebooks,Southern,2,5.89,1.38,9589,4785,56479.21,28183.65
Green,Notebooks,Southern,3,5.89,1.38,1117,350,6579.13,2061.5
Green,Notebooks,Southern,4,5.89,1.38,863,607,5083.07,3575.23
Green,Notebooks,Southern,5,5.89,1.38,8399,3912,49470.11,23041.68
Green,Notebooks,Southern,6,5.89,1.38,8216,7672,48392.24,45188.08
Green,Notebooks,Southern,7,5.89,1.38,983,734,5789.87,4323.26
Green,Notebooks,Southern,8,5.89,1.38,9190,5950,54129.1,35045.5
Green,Notebooks,Southern,9,5.89,1.38,5831,1021,34344.59,6013.69
Green,Notebooks,Southern,10,5.89,1.38,1887,1330,11114.43,7833.7
Green,Notebooks,Southern,11,5.89,1.38,3853,1591,22694.17,9370.99
Green,Notebooks,Southern,12,5.89,1.38,4112,425,24219.68,2503.25
Red,Paperclips,Southern,1,6.2,5.81,1319,376,8177.8,2331.2
Red,Paperclips,Southern,2,6.2,5.81,838,45,5195.6,279.0
Red,Paperclips,Southern,3,6.2,5.81,8666,3022,53729.2,18736.4
Red,Paperclips,Southern,4,6.2,5.81,5594,1491,34682.8,9244.2
Red,Paperclips,Southern,5,6.2,5.81,1471,603,9120.2,3738.6
Red,Paperclips,Southern,6,6.2,5.81,2434,11,15090.8,68.2
Red,Paperclips,Southern,7,6.2,5.81,211,105,1308.2,651.0
Red,Paperclips,Southern,8,6.2,5.81,2707,349,16783.4,2163.8
Red,Paperclips,Southern,9,6.2,5.81,7936,3908,49203.2,24229.6
Red,Paperclips,Southern,10,6.2,5.81,8803,2936,54578.6,18203.2
Red,Paperclips,Southern,11,6.2,5.81,7791,6421,48304.2,39810.2
Red,Paperclips,Southern,12,6.2,5.81,7689,6426,47671.8,39841.2
Blue,Paperclips,Southern,1,5.63,5.41,7360,4399,41436.8,24766.37
Blue,Paperclips,Southern,2,5.63,5.41,4060,1823,22857.8,10263.49
Blue,Paperclips,Southern,3,5.63,5.41,6133,3322,34528.79,18702.86
Blue,Paperclips,Southern,4,5.63,5.41,2432,647,13692.16,3642.61
Blue,Paperclips,Southern,5,5.63,5.41,1815,1344,10218.45,7566.72
Blue,Paperclips,Southern,6,5.63,5.41,8843,5241,49786.09,29506.83
Blue,Paperclips,Southern,7,5.63,5.41,6771,161,38120.73,906.43
Blue,Paperclips,Southern,8,5.63,5.41,6123,2860,34472.49,16101.8
Blue,Paperclips,Southern,9,5.63,5.41,818,787,4605.34,4430.81
Blue,Paperclips,Southern,10,5.63,5.41,8263,3640,46520.69,20493.2
Blue,Paperclips,Southern,11,5.63,5.41,4745,670,26714.35,3772.1
Blue,Paperclips,Southern,12,5.63,5.41,6948,1427,39117.24,8034.01
Yellow,Paperclips,Southern,1,8.4,7.5,6446,1447,54146.4,12154.8
Yellow,Paperclips,Southern,2,8.4,7.5,7039,6954,59127.6,58413.6
Yellow,Paperclips,Southern,3,8.4,7.5,653,248,5485.2,2083.2
Yellow,Paperclips,Southern,4,8.4,7.5,6010,5331,50484.0,44780.4
Yellow,Paperclips,Southern,5,8.4,7.5,5988,5408,50299.2,45427.2
Yellow,Paperclips,Southern,6,8.4,7.5,803,775,6745.2,6510.0
Yellow,Paperclips,Southern,7,8.4,7.5,3211,250,26972.4,2100.0
Yellow,Paperclips,Southern,8,8.4,7.5,882,438,7408.8,3679.2
Yellow,Paperclips,Southern,9,8.4,7.5,4238,1314,35599.2,11037.6
Yellow,Paperclips,Southern,10,8.4,7.5,1866,1245,15674.4,10458.0
Yellow,Paperclips,Southern,11,8.4,7.5,7941,6475,66704.4,54390.0
Yellow,Paperclips,Southern,12,8.4,7.5,6696,2013,56246.4,16909.2
Green,Paperclips,Southern,1,8.82,2.85,7027,172,61978.14,1517.04
Green,Paperclips,Southern,2,8.82,2.85,1723,1293,15196.86,11404.26
Green,Paperclips,Southern,3,8.82,2.85,5743,2266,50653.26,19986.12
Green,Paperclips,Southern,4,8.82,2.85,3611,2187,31849.02,19289.34
Green,Paperclips,Southern,5,8.82,2.85,7044,4833,62128.08,42627.06
Green,Paperclips,Southern,6,8.82,2.85,9507,7816,83851.74,68937.12
Green,Paperclips,Southern,7,8.82,2.85,2279,730,20100.78,6438.6
Green,Paperclips,Southern,8,8.82,2.85,9570,1654,84407.4,14588.28
Green,Paperclips,Southern,9,8.82,2.85,7068,3731,62339.76,32907.42
Green,Paperclips,Southern,10,8.82,2.85,406,206,3580.92,1816.92
Green,Paperclips,Southern,11,8.82,2.85,840,609,7408.8,5371.38
Green,Paperclips,Southern,12,8.82,2.85,472,358,4163.04,3157.56
Red,Ink,Southern,1,5.92,2.12,5279,4091,31251.68,24218.72
Red,Ink,Southern,2,5.92,2.12,7846,2438,46448.32,14432.96
Red,Ink,Southern,3,5.92,2.12,5680,3655,33625.6,21637.6
Red,Ink,Southern,4,5.92,2.12,2587,1072,15315.04,6346.24
Red,Ink,Southern,5,5.92,2.12,7624,2342,45134.08,13864.64
Red,Ink,Southern,6,5.92,2.12,8086,6299,47869.12,37290.08
Red,Ink,Southern,7,5.92,2.12,3261,1357,19305.12,8033.44
Red,Ink,Southern,8,5.92,2.12,4945,3551,29274.4,21021.92
Red,Ink,Southern,9,5.92,2.12,9399,3216,55642.08,19038.72
Red,Ink,Southern,10,5.92,2.12,561,230,3321.12,1361.6
Red,Ink,Southern,11,5.92,2.12,4581,3245,27119.52,19210.4
Red,Ink,Southern,12,5.92,2.12,5729,525,33915.68,3108.0
Blue,Ink,Southern,1,8.42,2.31,7810,1760,65760.2,14819.2
Blue,Ink,Southern,2,8.42,2.31,7832,450,65945.44,3789.0
Blue,Ink,Southern,3,8.42,2.31,1032,6,8689.44,50.52
Blue,Ink,Southern,4,8.42,2.31,5583,1454,47008.86,12242.68
Blue,Ink,Southern,5,8.42,2.31,1353,968,11392.26,8150.56
Blue,Ink,Southern,6,8.42,2.31,6772,744,57020.24,6264.48
Blue,Ink,Southern,7,8.42,2.31,7389,4638,62215.38,39051.96
Blue,Ink,Southern,8,8.42,2.31,1523,488,12823.66,4108.96
Blue,Ink,Southern,9,8.42,2.31,6581,4112,55412.02,34623.04
Blue,Ink,Southern,10,8.42,2.31,2142,1374,18035.64,11569.08
Blue,Ink,Southern,11,8.42,2.31,4244,1690,35734.48,14229.8
Blue,Ink,Southern,12,8.42,2.31,8605,5689,72454.1,47901.38
Yellow,Ink,Southern,1,8.55,1.15,8743,4467,74752.65,38192.85
Yellow,Ink,Southern,2,8.55,1.15,9351,9157,79951.05,78292.35
Yellow,Ink,Southern,3,8.55,1.15,2665,124,22785.75,1060.2
Yellow,Ink,Southern,4,8.55,1.15,9098,6124,77787.9,52360.2
Yellow,Ink,Southern,5,8.55,1.15,9654,1258,82541.7,10755.9
Yellow,Ink,Southern,6,8.55,1.15,7839,1439,67023.45,12303.45
Yellow,Ink,Southern,7,8.55,1.15,971,219,8302.05,1872.45
Yellow,Ink,Southern,8,8.55,1.15,4123,3184,35251.65,27223.2
Yellow,Ink,Southern,9,8.55,1.15,9797,5189,83764.35,44365.95
Yellow,Ink,Southern,10,8.55,1.15,9417,2739,80515.35,23418.45
Yellow,Ink,Southern,11,8.55,1.15,5107,1123,43664.85,9601.65
Yellow,Ink,Southern,12,8.55,1.15,2706,2480,23136.3,21204.0
Green,Ink,Southern,1,8.15,2.95,8489,5142,69185.35,41907.3
Green,Ink,Southern,2,8.15,2.95,3418,1146,27856.7,9339.9
Green,Ink,Southern,3,8.15,2.95,8338,7119,67954.7,58019.85
Green,Ink,Southern,4,8.15,2.95,5202,379,42396.3,3088.85
Green,Ink,Southern,5,8.15,2.95,9269,2075,75542.35,16911.25
Green,Ink,Southern,6,8.15,2.95,6732,4717,54865.8,38443.55
Green,Ink,Southern,7,8.15,2.95,4931,302,40187.65,2461.3
Green,Ink,Southern,8,8.15,2.95,2100,187,17115.0,1524.05
Green,Ink,Southern,9,8.15,2.95,2751,920,22420.65,7498.0
Green,Ink,Southern,10,8.15,2.95,1678,1227,13675.7,10000.05
Green,Ink,Southern,11,8.15,2.95,1949,1257,15884.35,10244.55
Green,Ink,Southern,12,8.15,2.95,4374,3276,35648.1,26699.4
Red,Paper,Southern,1,6.03,3.21,4050,589,24421.5,3551.67
Red,Paper,Southern,2,6.03,3.21,2298,1354,13856.94,8164.62
Red,Paper,Southern,3,6.03,3.21,105,98,633.15,590.94
Red,Paper,Southern,4,6.03,3.21,4406,1932,26568.18,11649.96
Red,Paper,Southern,5,6.03,3.21,3236,1572,19513.08,9479.16
Red,Paper,Southern,6,6.03,3.21,6880,1795,41486.4,10823.85
Red,Paper,Southern,7,6.03,3.21,3596,2460,21683.88,14833.8
Red,Paper,Southern,8,6.03,3.21,459,176,2767.77,1061.28
Red,Paper,Southern,9,6.03,3.21,8734,7855,52666.02,47365.65
Red,Paper,Southern,10,6.03,3.21,4192,1737,25277.76,10474.11
Red,Paper,Southern,11,6.03,3.21,3520,2586,21225.6,15593.58
Red,Paper,Southern,12,6.03,3.21,7576,2558,45683.28,15424.74
Blue,Paper,Southern,1,9.46,6.35,876,776,8286.96,7340.96
Blue,Paper,Southern,2,9.46,6.35,332,197,3140.72,1863.62
Blue,Paper,Southern,3,9.46,6.35,9184,6645,86880.64,62861.7
Blue,Paper,Southern,4,9.46,6.35,3436,1049,32504.56,9923.54
Blue,Paper,Southern,5,9.46,6.35,653,1,6177.38,9.46
Blue,Paper,Southern,6,9.46,6.35,952,202,9005.92,1910.92
Blue,Paper,Southern,7,9.46,6.35,5446,2886,51519.16,27301.56
